alias,true_ent_num,matched_ent_num,matched_name,score,correct,alerted_on_sanctioned
JAMIATUL IHYA UL TURATH,10923,10923,JAMIA IHYA UL TURATH,93.02325581395348,True,False
"JAMIYAT IKHYA AT-TURAZ AL-ISLAMI, SOCIETY OF THE REBIRTH OF THE ISLAMIC PEOPLE",10923,7149,JAMIAT AYAT-UR-RHAS AL ISLAMIA,57.47126436781609,True,False
JAMIATUL-YAHYA UT TURAZ,10923,10923,JOMIATUL EHYA-UT TURAJ,66.66666666666667,True,False
JOMIATUL EHYA-UT TURAJ,10923,10923,JAMIATUL IHYA UL TURATH,80.0,True,False
JOMIYATU-EHYA-UT TURAS AL ISLAMI,10923,7149,JAMIAT IHYA UL TURATH AL ISLAMIA,79.3103448275862,True,False
JAMA'AH IHYA AL-TURAZ AL-ISLAMI,10923,10923,JAMI'AH AL-HIYA AL-TURATH AL ISLAMIYAH,81.4814814814815,True,False
JAMI'AH AL-HIYA AL-TURATH AL ISLAMIYAH,10923,7149,JAMIAT IHIA AL-TURATH AL-ISLAMIYA,85.71428571428572,True,False
LAJNAT IHYA AL-TURATH AL-ISLAMI,10923,10923,JAM'IYAT IHYA' AL-TURATH AL-ISLAMI,84.61538461538461,True,False
LAJNAT AL-IHYA AL-TURATH AL-ISLAMI,10923,10923,JAM'IYAT IHYA' AL-TURATH AL-ISLAMI,84.61538461538461,True,False
RIHS ADMINISTRATION FOR THE BUILDING OF MOSQUES AND ISLAMIC PROJECTS,10923,10923,"RIHS COMMITTEE FOR WOMEN, ADMINISTRATION FOR THE BUILDING OF MOSQUES",74.28571428571429,True,False
RIHS MOSQUES COMMITTEE,10923,10923,RIHS FATWAS COMMITTEE,74.4186046511628,True,False
ADMINISTRATION OF THE REVIVAL OF ISLAMIC HERITAGE SOCIETY COMMITTEE,10923,7149,REVIVAL OF ISLAMIC SOCIETY HERITAGE ON THE AFRICAN CONTINENT,76.36363636363637,True,False
RIHS ARAB WORLD COMMITTEE,10923,10923,RIHS COMMITTEE FOR THE ARAB WORLD,100.0,True,False
RIHS COMMITTEE FOR THE ARAB WORLD,10923,10923,RIHS ARAB WORLD COMMITTEE,100.0,True,False
RIHS COMMITTEE FOR WEST ASIA,10923,10923,RIHS SOUTHEAST ASIA COMMITTEE,86.79245283018868,True,False
RIHS CENTRAL ASIA COMMITTEE,10923,10923,RIHS COMMITTEE FOR AFRICA,79.16666666666666,True,False
COMMITTEE FOR EUROPE AND THE AMERICAS,10923,10923,RIHS EUROPE AND THE AMERICAS COMMITTEE,90.9090909090909,True,False
RIHS EUROPE AND THE AMERICAS COMMITTEE,10923,10923,COMMITTEE FOR EUROPE AND THE AMERICAS,90.9090909090909,True,False
RIHS TWO AMERICAS AND EUROPEAN MUSLIM COMMITTEE,10923,10923,RIHS EUROPE AMERICA MUSLIMS COMMITTEE,90.0,True,False
RIHS EUROPE AMERICA MUSLIMS COMMITTEE,10923,10923,RIHS TWO AMERICAS AND EUROPEAN MUSLIM COMMITTEE,90.0,True,False
RIHS SOUTHEAST ASIA COMMITTEE,10923,10923,RIHS COMMITTEE FOR WEST ASIA,86.79245283018868,True,False
RIHS COMMITTEE FOR SOUTH EAST ASIA,10923,10923,RIHS SOUTHEAST ASIA COMMITTEE,84.7457627118644,True,False
RIHS INDIAN CONTINENT COMMITTEE,10923,10923,RIHS COMMITTEE FOR INDIA,78.43137254901961,True,False
RIHS INDIAN SUBCONTINENT COMMITTEE,10923,10923,RIHS COMMITTEE FOR INDIA,74.07407407407408,True,False
RIHS COMMITTEE FOR INDIA,10923,10923,RIHS INDIAN CONTINENT COMMITTEE,78.43137254901961,True,False
RIHS AFRICAN CONTINENT COMMITTEE,10923,10923,RIHS COMMITTEE FOR AFRICA,79.24528301886792,True,False
REVIVAL OF ISLAMIC SOCIETY HERITAGE ON THE AFRICAN CONTINENT,10923,10923,ADMINISTRATION OF THE REVIVAL OF ISLAMIC HERITAGE SOCIETY COMMITTEE,76.36363636363637,True,False
RIHS PUBLIC RELATIONS COMMITTEE,10923,10923,RIHS CULTURAL COMMITTEE,70.37037037037037,True,False
RIHS CULTURAL COMMITTEE,10923,10923,RIHS FATWAS COMMITTEE,77.27272727272727,True,False
RIHS PRINCIPLE COMMITTEE FOR THE CENTER FOR PRESERVATION OF THE HOLY QU'ARAN,10923,52163,HOUTHI NATIONAL COMMITTEE FOR PRISONERS AFFAIRS,60.0,False,True
RIHS GENERAL COMMITTEE FOR DONATIONS,10923,10923,RIHS INDIAN CONTINENT COMMITTEE,73.01587301587303,True,False
RIHS YOUTH CENTER COMMITTEE,10923,10923,RIHS CENTRAL ASIA COMMITTEE,74.07407407407408,True,False
RIHS SCIENTIFIC COMMITTEE-BRANCH OF SABAH AL-NASIR,10923,10923,RIHS INDIAN SUBCONTINENT COMMITTEE,64.1025641025641,True,False
RIHS FATWAS COMMITTEE,10923,10923,RIHS COMMITTEE FOR INDIA,78.04878048780488,True,False
RIHS CENTER FOR MANUSCRIPTS COMMITTEE,10923,10923,RIHS YOUTH CENTER COMMITTEE,73.33333333333334,True,False
"RIHS EDUCATING COMMITTEES, AL-JAHRA'",10923,10923,RIHS GENERAL COMMITTEE FOR DONATIONS,73.01587301587303,True,False
RIHS AUDIO RECORDINGS COMMITTEE,10923,10923,RIHS AFRICAN CONTINENT COMMITTEE,69.84126984126983,True,False
RIHS PROJECT OF ASSIGNING PREACHERS COMMITTEE,10923,10923,RIHS COMMITTEE FOR SOUTH EAST ASIA,63.888888888888886,True,False
RIHS OFFICE OF PRINTING AND PUBLISHING,10923,31999,PUBLISHING HOUSE SPORT LTD,56.60377358490566,False,True
RIHS COMMITTEE FOR WOMEN,10923,10923,RIHS COMMITTEE FOR WEST ASIA,77.27272727272727,True,False
"RIHS COMMITTEE FOR WOMEN, ADMINISTRATION FOR THE BUILDING OF MOSQUES",10923,10923,RIHS ADMINISTRATION FOR THE COMMITTEES OF ALMSGIVING,75.26881720430107,True,False
RIHS ADMINISTRATION FOR THE COMMITTEES OF ALMSGIVING,10923,10923,"RIHS COMMITTEE FOR WOMEN, ADMINISTRATION FOR THE BUILDING OF MOSQUES",75.26881720430107,True,False
RIHS WOMEN'S BRANCH FOR THE PROJECT OF ENDOWMENT,10923,54409,VS TANKERS FREE ZONE ENTITY - F.Z.E DMCC BRANCH,59.154929577464785,False,True
RIHS COMMITTEE FOR ALMSGIVING AND CHARITIES,10923,10923,RIHS COMMITTEE FOR AFRICA,67.85714285714286,True,False
RIHS COMMITTEE FOR THE CALL AND GUIDANCE,10923,10923,RIHS COMMITTEE FOR INDIA,75.0,True,False
RIHS-CAMBODIA,10923,10923,RIHS-ALBANIA,72.0,True,False
THE KUWAITI-CAMBODIAN ORPHANAGE CENTER,10923,10923,RIHS CAMBODIA-KUWAIT ORPHANAGE CENTER,90.14084507042254,True,False
RIHS CAMBODIA-KUWAIT ORPHANAGE CENTER,10923,10923,THE KUWAITI-CAMBODIAN ORPHANAGE CENTER,90.14084507042254,True,False
RIHS CHAOM CHAU CENTER,10923,55414,AL MEZAN CENTER FOR HUMAN RIGHTS,68.08510638297872,False,True
THE KUWAIT-CAMBODIA ISLAMIC CULTURAL TRAINING CENTER,10923,10923,THE KUWAITI-CAMBODIAN ORPHANAGE CENTER,65.85365853658536,True,False
NARA WELFARE AND EDUCATION ASSOCIATION,10923,37661,JSC PRODUCTION ASSOCIATION STRELA,76.19047619047619,False,True
RIHS-BOSNIA AND HERZEGOVINA,10923,10923,KJRC-BOSNIA AND HERZEGOVINA,86.95652173913044,True,False
"KUWAITI JOINT RELIEF COMMITTEE, BOSNIA AND HERZEGOVINA",10923,12115,IMAM KHOMEINI RELIEF COMMITTEE (LEBANON BRANCH),59.57446808510638,False,True
KJRC-BOSNIA AND HERZEGOVINA,10923,10923,RIHS-BOSNIA AND HERZEGOVINA,86.95652173913044,True,False
"PLANDISTE SCHOOL, BOSNIA AND HERZEGOVINA",10923,10923,RIHS-BOSNIA AND HERZEGOVINA,72.41379310344827,True,False
ORGANIZACIJA PREPORODA ISLAMSKE TRADICIJE KUVAJT,10923,26140,CESAR PERALTA DRUG TRAFFICKING ORGANIZATION,57.14285714285714,False,True
KUWAIT GENERAL COMMITTEE FOR AID,10923,10923,GENERAL KUWAIT COMMITTEE,92.3076923076923,True,False
GENERAL KUWAIT COMMITTEE,10923,10923,KUWAIT GENERAL COMMITTEE FOR AID,92.3076923076923,True,False
RIHS-ALBANIA,10923,10923,RIHS-LEBANON,75.0,True,False
CENTER OF CALL FOR WISDOM,10923,57223,CASINO CENTENARIO,62.857142857142854,False,True
CCFW,10923,,,0.0,False,False
THIRRJA PER UTESI,10923,50783,LIMITED LIABILITY COMPANY NPO UTESOV,37.83783783783784,False,True
NGO TURATH,10923,10923,IJHA TURATH  AL-ISLAMI,50.0,True,False
RIHS-KOSOVO,10923,10923,RIHS-IVORY COAST,66.66666666666667,True,False
DORA E MIRESISE,10923,9408,AUTO EXPRESS DORADOS S.A. DE C.V.,52.63157894736843,False,True
HAND OF MERCY,10923,23408,MR HANDYMAN LTD,66.66666666666667,False,True
RIHS-AZERBAIJAN,10923,10923,RIHS-ALBANIA,74.07407407407408,True,False
RIHS-RUSSIA,10923,37196,RUSSIA-1,73.6842105263158,False,True
RIHS-LEBANON,10923,10923,RIHS-ALBANIA,75.0,True,False
RIHS-BANGLADESH,10923,23843,ISIS-BANGLADESH,86.66666666666667,False,True
RIHS-SOMALIA,10923,23848,ISIS-SOMALIA,83.33333333333334,False,True
RIHS-GHANA,10923,10923,RIHS-ALBANIA,72.72727272727273,True,False
RIHS-TANZANIA,10923,10923,RIHS-SOMALIA,64.0,True,False
RIHS-BENIN,10923,10923,RIHS-LEBANON,72.72727272727273,True,False
RIHS-CAMEROON,10923,10923,RIHS-CAMBODIA,69.23076923076923,True,False
RIHS-SENEGAL,10923,10923,RIHS-SOMALIA,66.66666666666667,True,False
RIHS-NIGERIA,10923,10923,RIHS-LIBERIA,83.33333333333334,True,False
RIHS-LIBERIA,10923,10923,RIHS-NIGERIA,83.33333333333334,True,False
RIHS-IVORY COAST,10923,10923,RIHS-KOSOVO,66.66666666666667,True,False
RIHS COMMITTEE FOR AFRICA,10923,10923,RIHS COMMITTEE FOR WEST ASIA,80.0,True,False
JOZA INDUSTRIES COMPANY,10927,10927,JOZA INDUSTRIAL COMPANY,86.66666666666667,True,False
RAJAH SOLAIMAN REVOLUTIONARY MOVEMENT (RSRM),10928,10928,RAJAH SOLAIMAN MOVEMENT (RSM),78.26086956521739,True,False
RAJAH SOLAIMAN GROUP,10928,44213,THE RAHMANI GROUP,72.72727272727273,False,True
RAJAH SOLAIMAN ISLAMIC MOVEMENT (RSIM),10928,10928,RAJAH SOLAIMAN MOVEMENT (RSM),85.71428571428572,True,False
RAJAH SULAYMAN MOVEMENT,10928,10928,RAJAH SULAIMAN MOVEMENT,95.65217391304348,True,False
RAJAH SULAIMAN MOVEMENT,10928,10928,RAJAH SULAYMAN MOVEMENT,95.65217391304348,True,False
RAJA SOLEIMAN MOVEMENT,10928,10928,RAJAH SULAIMAN MOVEMENT,88.88888888888889,True,False
MADYVA,10999,,,0.0,False,False
DISTRIBUIDORA DE MUEBLES GAXIOLA HERMANOS,11003,10999,DISTRIBUIDORA DE HERMOSILLO GAXIOLA HERMANOS S.A. DE C.V.,80.48780487804879,False,True
INMOBILIARIA GAXIOLA,11003,25768,ADB INMOBILIARIA,77.77777777777779,False,True
CORPORATIVO GAXIOLA HERMANOS S.A. DE C.V.,11005,57234,CORPORATIVO Y ENLACE RAM S.A. DE C.V.,68.96551724137932,False,True
MADYVA,11008,,,0.0,False,False
GRUPO INDUSTRIAL GAXIOLA,11008,43537,GIAD INDUSTRIAL GROUP,84.44444444444444,False,True
SORAQIA FOR MEDIA AND BROADCASTING,11167,11167,SORAQIYA FOR MEDIA AND BROADCASTING,98.11320754716981,True,False
SORAQIYA FOR MEDIA AND BROADCASTING,11167,11167,SORAQIA FOR MEDIA AND BROADCASTING,98.11320754716981,True,False
SBC TELEVISION,11167,10658,AL ZAWRAH TELEVISION,64.51612903225806,False,True
SBC TV,11167,,,0.0,False,False
ICI,11181,,,0.0,False,False
IRAN COMMUNICATIONS INDUSTRIES GROUP,11181,11181,IRAN COMMUNICATION INDUSTRIES,89.23076923076923,True,False
SANAYE MOKHABERAT IRAN,11181,11441,SANAYE METOLOGIE IRAN,69.76744186046511,False,True
SHIRAZ ELECTRONIC INDUSTRIES,11183,11183,SHIRAZ ELECTRONICS INDUSTRIES,98.24561403508771,True,False
SANAYE ELECTRONIC IRAN,11184,11184,SHERKAT SANAYEH ELECTRONICS IRAN,81.4814814814815,True,False
SASAD IRAN ELECTRONICS INDUSTRIES,11184,11184,IRAN ELECTRONICS INDUSTRIES,90.0,True,False
SHERKAT SANAYEH ELECTRONICS IRAN,11184,11184,SANAYE ELECTRONIC IRAN,81.4814814814815,True,False
SAIRAN,11184,45356,SANOYE ELEKTRONIK SAIRAN,40.0,False,True
HESA TRADE CENTER,11195,26564,SADRA CENTER,75.86206896551724,False,True
IRAN AIRCRAFT MANUFACTURING INDUSTRIES,11195,11195,IRAN AIRCRAFT MANUFACTURING INDUSTRIAL COMPANY,94.73684210526316,True,False
IRAN AIRCRAFT MANUFACTURING COMPANY,11195,11195,IRAN AIRCRAFT MANUFACTURING INDUSTRIAL COMPANY,83.07692307692307,True,False
KARKHANEJATE SANAYE HAVAPAYMAIE IRAN,11195,11181,SANAYE MOKHABERAT IRAN,62.06896551724138,False,True
TRANS SCIENTIFIC CORP.,11225,58037,TRANSIC LOGISTIC S.A. DE C.V.,62.857142857142854,False,True
"FARMACIA JARLYNE, S.A. DE C.V.",11245,11245,"FARMACIA JARLINE, S.A. DE C.V.",94.73684210526316,True,False
"FARMACIA JARLINE, S.A. DE C.V.",11245,11245,"FARMACIA JARLYNE, S.A. DE C.V.",94.73684210526316,True,False
"FARMACIAS JERLYNE, S.A. DE C.V.",11245,11245,"FARMACIA JERLYNE, S.A. DE C.V.",97.43589743589743,True,False
CHARITY COALITION,11256,7149,AL FORQAN CHARITY,70.96774193548387,False,True
COALITION OF GOOD,11256,11256,CHARITY COALITION,58.06451612903225,True,False
ETILAFU EL-KHAIR,11256,11256,ETELAF AL-KHAIR,88.0,True,False
I'TILAF AL-KHAIR,11256,11256,I'TILAF AL-KHAYR,92.3076923076923,True,False
I'TILAF AL-KHAYR,11256,11256,I'TILAF AL-KHAIR,92.3076923076923,True,False
101 DAYS CAMPAIGN,11256,43336,MILITARY CAMP 144 OF THE KOREAN PEOPLE'S ARMY,43.63636363636364,False,True
ETELAF AL-KHAIR,11256,11256,ETILAFU EL-KHAIR,88.0,True,False
PO YING JEWELLERY (HK) CO. LIMITED,11297,11297,TING SHING TAI JEWELLERY (HK)  CO. LIMITED,72.34042553191489,True,False
HONG PANG GEMS AND JEWELLERY COMPANY LIMITED,11299,11300,HONG PANG GEMS AND JEWELLERY (HK) CO. LIMITED,94.11764705882352,False,True
"HONG KONG HONG PANG GEMS & JEWELLERY CO., LTD.",11300,11300,HONG PANG GEMS AND JEWELLERY (HK) CO. LIMITED,85.24590163934427,True,False
HONG PANG GEMS AND JEWELLERY (HK) CO. LIMITED,11300,11299,HONG PANG GEMS AND JEWELLERY COMPANY LIMITED,94.11764705882352,False,True
"HONG KONG HONG PANG GEMS AND JEWELLERY CO., LTD.",11300,11300,HONG PANG GEMS AND JEWELLERY (HK) CO. LIMITED,85.24590163934427,True,False
HONG PANG IMPORT EXPORT GENERAL TRADING COMPANY LIMITED,11304,11304,"HONG PANG GENERAL TRADING COMPANY, LIMITED",78.125,True,False
GOLD MOUNT INDUSTRIAL COMPANY LIMITED,11305,46919,SAMAN INDUSTRIAL GROUP,74.4186046511628,False,True
HONG PANG ELECTRONIC INDUSTRIES LIMITED,11305,11305,"HONG PANG ELECTRONIC INDUSTRY CO., LTD.",93.33333333333333,True,False
TAI LONG HOTEL,11307,11307,THAI LONG HOTEL,96.55172413793103,True,False
DEHONG TAILONG INDUSTRY COMPANY LIMITED,11307,28364,JIAXIANG INDUSTRY LTD HONG KONG,76.0,False,True
THAILONG HOTEL,11307,11307,"DEHONG THAILONG HOTEL CO., LTD.",80.0,True,False
THAI LONG HOTEL,11307,11307,TAI LONG HOTEL,96.55172413793103,True,False
TAI LUNG HOTEL,11307,11307,TAI LONG HOTEL,92.85714285714286,True,False
YANGON AIRWAYS,11308,58538,RAIMON AIRWAYS,78.57142857142857,False,True
CRUISE MISSILE INDUSTRY GROUP,11314,11314,CRUISE SYSTEMS INDUSTRY GROUP,86.20689655172413,True,False
CRUISE SYSTEMS INDUSTRY GROUP,11314,11314,CRUISE MISSILE INDUSTRY GROUP,86.20689655172413,True,False
8TH IMAM INDUSTRIES GROUP,11314,10388,FAJR INDUSTRIES GROUP,73.91304347826086,False,True
SAMEN AL-A'EMMEH INDUSTRIES GROUP,11314,9763,SANAM INDUSTRIES GROUP,76.92307692307692,False,True
NIOC,11317,11639,NIOC INTERNATIONAL AFFAIRS (LONDON) LIMITED,21.62162162162162,False,True
NAFT IRAN INTERTRADE COMPANY LTD,11318,11318,NAFTIRAN INTERTRADE CO. LIMITED,76.92307692307692,True,False
NAFTIRAN INTERTRADE COMPANY,11318,11318,NAFT IRAN INTERTRADE COMPANY LTD,76.92307692307692,True,False
NAFTIRAN INTERTRADE COMPANY LTD,11318,11318,NAFT IRAN INTERTRADE COMPANY LTD,76.92307692307692,True,False
WA'ID COMPANY,11346,,,0.0,False,False
WA'ED ORGANIZATION,11346,6911,AL WAFA ORGANIZATION,85.71428571428572,False,True
WAAD,11346,11346,AL-WAAD AL-SADIQ,57.14285714285714,True,False
WAED,11346,55987,WAED SOCIETY GAZA,38.095238095238095,False,True
WA'D PROJECT,11346,11346,WAAD PROJECT,83.33333333333334,True,False
AL-WAAD AL-SADIQ,11346,11346,WA'AD AS SADIQ,76.19047619047619,True,False
WAAD COMPANY,11346,11346,AL-WAAD AL-SADIQ,57.14285714285714,True,False
WAAD FOR REBUILDING THE SOUTHERN SUBURB,11346,25469,SOUTH WAY SHIPPING AGENCY,50.0,False,True
'MASHURA WAAD LAADAT AL-AAMAR,11346,7115,BEIT EL MAL AL-PHALASTINI AL-ARABI AL-MUSHIMA AL-AAMA AL-MAHADUDA LTD.,52.77777777777778,False,True
WAAD PROJECT FOR RECONSTRUCTION,11346,7132,RECONSTRUCTION FOUNDATION,65.38461538461539,False,True
WA'AD AS SADIQ,11346,11346,AL-WAAD AL-SADIQ,76.19047619047619,True,False
KURDISTAN FREE LIFE PARTY,11351,11351,PARTY OF FREE LIFE OF KURDISTAN,100.0,True,False
PARTY OF FREE LIFE OF KURDISTAN,11351,11351,KURDISTAN FREE LIFE PARTY,100.0,True,False
PARTIYA JIYANA AZAD A KURDISTANE,11351,4702,PARTIYA KARKERAN KURDISTAN,72.41379310344827,False,True
PEJAK,11351,,,0.0,False,False
PEZHAK,11351,56772,NIKAN PEZHVAK ARIA KISH COMPANY,41.379310344827594,False,True
PJAK,11351,,,0.0,False,False
TRAPSA,11417,50892,V A TRAPEZNIKOV INSTITUTE OF CONTROL SCIENCES OF RUSSIAN ACADEMY OF SCIENCES,13.698630136986301,False,True
TAUSA S.A.,11418,,,0.0,False,False
TRANSPORTES AEREAS UCHIZA S.A.,11418,11409,EDITORA TRANSPARENCIA S.A.,65.21739130434783,False,True
CARTEL DE SINALOA,11440,11440,SINALOA CARTEL,100.0,True,False
KHORASAN METALOGY INDUSTRIES,11441,11441,KHORASAN METALLURGY INDUSTRIES,93.10344827586206,True,False
SANAYE METOLOGIE IRAN,11441,11181,SANAYE MOKHABERAT IRAN,69.76744186046511,False,True
KHORASAN AMMUNITION AND METALLURGY INDUSTRIES,11441,11441,KHORASAN METALLURGY INDUSTRIES,84.50704225352112,True,False
THE METALLURGY INDUSTRIES OF KHORASAN,11441,11441,KHORASAN METALLURGY INDUSTRIES,100.0,True,False
KAVEH CUTTING TOOLS,11442,11442,KAVEH CUTTING TOOLS COMPLEX,82.6086956521739,True,False
KAVEH CUTTING TOOLS COMPLEX,11442,11442,KAVEH CUTTING TOOLS COMPANY,82.6086956521739,True,False
KAVEH CUTTING TOOLS FACTORIES,11442,11442,KAVEH CUTTING TOOLS COMPANY,79.16666666666666,True,False
AMIN INDUSTRIAL COMPOUND,11443,11443,AMIN INDUSTRIAL COMPLEX,85.1063829787234,True,False
AMIN INDUSTRIAL COMPANY,11443,11443,AMIN INDUSTRIAL COMPLEX,78.94736842105263,True,False
YAZD METALLURGICAL INDUSTRIES,11444,11444,YAZD METALLURGY INDUSTRIES,90.9090909090909,True,False
YAZD METALLURGICAL IND'S CO.,11444,11444,YAZD METALLURGICAL INDUSTRIES,83.01886792452831,True,False
SHAHID SAYYAD SHIRAZI INDUSTRIES,11445,11445,SHAHID SAYYADE SHIRAZI INDUSTRIES,98.46153846153847,True,False
SHAHID SAYYED SHIRAZI IND.,11445,11445,SHAHID SAYYAD SHIRAZI INDUSTRIES,84.21052631578947,True,False
NIRU CO. LTD.,11446,26567,PULSE NIRU CO.,57.14285714285714,False,True
SHERKAT BATTERY SAZI NIRU SAHAMI KHASS,11446,12032,SHERKAT SAHAMI KHASS KALA NAFT,70.58823529411764,False,True
NIROU BATTERY MANUFACTURING SABA BATTERY COMPANY,11446,11446,NIRU BATTERY MANUFACTURING COMPANY,78.78787878787878,True,False
THE NIRU BATTERY COMPANY,11446,40319,BATTERY COMPANY RIGEL JSC,72.0,False,True
KATA'IB HEZBOLLAH,11462,11462,KHATA'IB HEZBOLLAH,97.14285714285714,True,False
KHATA'IB HEZBOLLAH,11462,11462,KATA'IB HEZBOLLAH,97.14285714285714,True,False
KHATTAB HEZBALLAH,11462,11462,KHATA'IB HEZBOLLAH,80.0,True,False
HIZBALLAH BRIGADES,11462,11462,HIZBALLAH BRIGADES-IRAQ,87.8048780487805,True,False
HIZBALLAH BRIGADES IN IRAQ,11462,11462,HIZBALLAH BRIGADES-IRAQ,93.87755102040816,True,False
HIZBALLAH BRIGADES-IRAQ,11462,11462,HIZBALLAH BRIGADES IN IRAQ,93.87755102040816,True,False
KHATA'IB HIZBALLAH,11462,11462,KATA'IB HIZBALLAH,97.14285714285714,True,False
TAN S.A.,11479,,,0.0,False,False
HOSTERIA LLANOGRANDE,11480,11560,HOSTERIA LAS DOS PALMAS,55.81395348837209,False,True
AEROCONDOR S.A. DE C.V.,11483,11483,AERONAUTICA CONDOR S.A. DE C.V.,76.47058823529412,True,False
EPANASTATIKOS AGHONAS,11496,4714,EPANASTATIKOS LAIKOS AGONAS,83.33333333333334,False,True
NAMCHONGANG TRADING,11532,11532,NOMCHONGANG TRADING CO.,94.73684210526316,True,False
NAM CHON GANG CORPORATION,11532,12212,CHONGSONG YONHAP,68.96551724137932,False,True
NOMCHONGANG TRADING CO.,11532,11532,NAMCHONGANG TRADING CORPORATION,94.73684210526316,True,False
KOREA NAMHUNG TRADING CORPORATION,11532,27383,KOREA NAMGANG TRADING CORPORATION,90.47619047619048,False,True
NAMHUNG,11532,11532,KOREA NAMHUNG TRADING CORPORATION,50.0,True,False
KOREA TAERYONGGANG TRADING CORPORATION,11532,11599,KOREA KURYONGGANG TRADING CORPORATION,90.19607843137256,False,True
HONG KONG ELECTRONICS KISH CO,11533,11533,HONG KONG ELECTRONICS,89.36170212765957,True,False
CANALVE LTDA.,11558,11558,CANALES VENECIA LTDA.,68.75,True,False
HOSTERIA LAS DOS PALMAS,11560,12446,CIA. AGROINDUSTRIAL PALMERA S.A.,57.14285714285714,False,True
KKBC,11581,,,0.0,False,False
BORDER TRADE SETTLEMENT BANK,11581,11581,DPRK BORDER TRADE SETTLEMENT BANK,91.80327868852459,True,False
DPRK BORDER TRADE SETTLEMENT BANK,11581,11581,BORDER TRADE SETTLEMENT BANK,91.80327868852459,True,False
GBAE,11598,,,0.0,False,False
GENERAL DEPARTMENT OF ATOMIC ENERGY,11598,11598,GENERAL BUREAU OF ATOMIC ENERGY,80.0,True,False
RYUNGSENG TRADING CORPORATION,11599,11599,RYUNG SENG TRADING CORPORATION,97.14285714285714,True,False
RYUNG SENG TRADING CORPORATION,11599,11599,RYUNGSENG TRADING CORPORATION,97.14285714285714,True,False
RYUNGSONG TRADING CORPORATION,11599,11599,RYUNGSENG TRADING CORPORATION,94.11764705882352,True,False
KOREA KURYONGGANG TRADING CORPORATION,11599,9525,KOREA RYONGWANG TRADING CORPORATION,91.66666666666666,False,True
SECOND ACADEMY OF NATURAL SCIENCES FOREIGN AFFAIRS BUREAU,11599,12215,SECOND ACADEMY OF NATURAL SCIENCES,72.94117647058825,False,True
KOREA KUWOLSAN TRADING CORPORATION,11599,20603,KOREA KUMSAN TRADING CORPORATION,90.47619047619048,False,True
KOREA RYENHAP 2 TRADING CORPORATION,11599,9525,KOREA RYENGWANG TRADING CORPORATION,82.6086956521739,False,True
IMIDRO,11607,,,0.0,False,False
IRAN MINING INDUSTRIES DEVELOPMENT AND RENOVATION ORGANIZATION,11607,11607,IRANIAN MINES AND MINING INDUSTRIES DEVELOPMENT AND RENOVATION ORGANIZATION,92.80000000000001,True,False
IRANIAN MINES AND MINERAL INDUSTRIES DEVELOPMENT AND RENOVATION,11607,11607,IRANIAN MINES AND MINING INDUSTRIES DEVELOPMENT AND RENOVATION ORGANIZATION,81.9672131147541,True,False
ASCOTEC GMBH,11608,11613,ASCOTEC STEEL,70.0,False,True
AHWAZ STEEL COMMERCIAL & TECHNICAL SERVICE GMBH  ASCOTEC,11608,44020,DELTA-AERO TECHNICAL SERVICE CENTER LLC,62.65060240963856,False,True
AHWAZ STEEL COMMERCIAL AND TECHNICAL SERVICE GMBH ASCOTEC,11608,44020,DELTA-AERO TECHNICAL SERVICE CENTER LLC,62.65060240963856,False,True
METAL & MINERAL TRADE (MMT),11610,11610,METAL & MINERAL TRADE S.A.R.L.,90.47619047619048,True,False
MMT LUXEMBURG,11610,40478,SPACETY LUXEMBOURG S.A.,70.96774193548387,False,True
MMT SARL,11610,,,0.0,False,False
METAL AND MINERAL TRADE S.A.R.L.,11610,11610,METAL & MINERAL TRADE (MMT),90.47619047619048,True,False
METAL AND MINERAL TRADE (MMT),11610,11610,METAL & MINERAL TRADE S.A.R.L.,90.47619047619048,True,False
IRASCO ITALY,11611,25479,IR-ITAL,73.6842105263158,False,True
ASCOTEC STEEL,11613,11613,ASCOTEC STEEL TRADING GMBH,76.47058823529412,True,False
BREYELLER KALTBAND GMBH,11614,11616,BREYELLER STAHL TECHNOLOGY GMBH & CO. KG,63.63636363636363,False,True
ASCOTEC MINERAL AND MACHINERY GMBH,11614,45074,ARMZ MINING MACHINERY,65.21739130434783,False,True
ASCOTEC SCIENCE AND TECHNOLOGY GMBH,11615,46730,SHENG CORE TECHNOLOGY CO LIMITED,76.59574468085107,False,True
ROETZEL-STAHL GMBH & CO. KG,11616,11616,BREYELLER STAHL TECHNOLOGY GMBH & CO. KG,51.28205128205128,True,False
BREYELLER STAHL TECHNOLOGY GMBH AND CO. KG,11616,45716,GENERAL TECHNOLOGY LIMITED,72.72727272727273,False,True
ROETZEL-STAHL GMBH AND CO. KG,11616,11616,BREYELLER STAHL TECHNOLOGY GMBH & CO. KG,51.28205128205128,True,False
THE NATIONAL PETROCHEMICAL COMPANY,11618,26840,KAROON PETROCHEMICAL,80.95238095238095,False,True
SHERKATE BAZARGANI PETRCHEMIE,11619,11619,SHERKATE BASARGANI PETROCHEMIE (SAHAMI KHASS),77.77777777777779,True,False
SHERKATE BASARGANI PETROCHEMIE (SAHAMI KHASS),11619,11619,SHERKATE BAZARGANI PETRCHEMIE,77.77777777777779,True,False
